peso,altezza,bmi
40.7,0.43,220.12
2.57,0.6,7.14
10.74,2.13,2.37
96.83,0.45,478.18
403.63,0.52,1492.72
54.85,0.4,342.82
3.06,0.57,9.42
152.82,0.44,789.36
57.06,0.46,269.66
126.29,0.59,362.8
3.52,0.94,3.99
407.57,0.42,2310.49
111.49,0.43,602.98
288.25,0.6,800.7
126.03,0.4,787.69
345.01,0.4,2156.32
12.96,1.55,5.4
39.72,0.4,248.25
452.4,0.94,512.0
2.4,2.38,0.43
6.91,2.03,1.68
38.31,0.55,126.65
232.81,0.4,1455.07
3.99,1.28,2.44
5.66,0.76,9.8
2.47,1.98,0.64
149.0,0.94,168.63
208.29,0.87,275.19
3.07,0.76,5.32
160.38,0.43,867.39
388.13,2.16,83.19
2.41,1.08,2.07
2.44,0.52,9.03
19.72,0.46,93.2
480.55,0.4,3003.44
274.42,0.4,1715.13
5.68,0.84,8.05
32.64,0.45,161.19
140.67,0.45,694.67
24.04,1.83,7.18
255.99,0.96,277.77
2.4,0.95,2.66
2.45,1.41,1.24
500.0,0.43,2704.17
500.0,1.57,202.85
76.8,0.59,220.63
2.53,0.84,3.59
2.4,2.04,0.58
46.65,0.5,186.6
67.73,0.61,182.03
4.06,0.98,4.23
2.52,0.62,6.56
3.38,1.02,3.25
2.4,1.08,2.06
48.97,0.57,150.73
2.95,1.93,0.8
169.67,0.41,1009.34
2.4,0.67,5.35
2.64,0.97,2.81
2.4,0.62,6.25
2.68,0.65,6.35
2.45,0.53,8.73
7.16,0.87,9.46
2.4,0.82,3.57
230.52,0.94,260.89
229.79,0.46,1085.97
333.67,0.45,1647.76
45.06,0.63,113.53
405.92,1.29,243.93
3.05,2.23,0.62
19.22,0.4,120.13
133.86,1.05,121.42
284.3,1.32,163.17
2.45,1.46,1.15
18.89,2.25,3.74
48.96,0.56,156.13
21.71,0.52,80.29
2.52,0.95,2.8
267.29,0.45,1319.96
33.99,0.4,212.44
2.4,0.55,7.94
2.52,0.86,3.41
3.03,2.04,0.73
199.95,1.0,199.95
2.46,0.55,8.14
90.59,0.62,235.67
3.97,1.52,1.72
468.61,1.29,281.6
4.61,1.47,2.14
455.36,0.42,2581.41
415.57,0.55,1373.79
2.45,0.61,6.59
2.42,1.67,0.87
2.6,1.31,1.52
80.29,0.43,434.24
3.05,1.06,2.72
2.58,1.55,1.08
101.39,0.56,323.31
279.54,1.24,181.81
44.83,0.41,266.69
7.22,1.3,4.28
2.48,0.76,4.3
2.59,0.65,6.14
143.91,0.53,512.32
5.47,0.75,9.73
18.21,0.45,89.93
4.09,1.0,4.09
2.41,0.53,8.58
3.97,0.9,4.91
158.28,0.48,686.98
2.4,1.84,0.71
2.46,0.79,3.95
2.59,1.02,2.49
3.7,2.28,0.72
2.41,1.28,1.48
165.27,0.67,368.17
310.84,0.77,524.28
461.24,0.61,1239.56
2.61,1.75,0.86
19.8,0.42,112.25
3.15,1.0,3.15
162.99,0.59,468.23
2.49,0.54,8.54
238.67,0.8,372.93
2.41,1.16,1.8
63.33,0.41,376.75
177.16,0.4,1107.25
14.03,1.75,4.59
2.58,1.07,2.26
5.38,2.5,0.87
2.57,1.34,1.44
2.44,0.87,3.23
2.45,1.19,1.74
16.45,1.81,5.03
46.59,2.34,8.51
5.76,1.4,2.94
3.88,1.79,1.22
222.13,0.81,338.57
83.5,0.43,451.6
6.35,1.34,3.54
2.45,1.0,2.46
35.57,0.46,168.11
2.53,2.37,0.46
2.41,0.6,6.7
127.54,0.55,421.62
3.66,1.34,2.04
2.77,0.56,8.84
4.1,2.02,1.01
18.28,0.4,114.25
2.4,1.31,1.4
2.46,0.56,7.85
57.55,0.4,359.69
2.59,0.57,7.98
2.42,0.81,3.69
155.31,0.57,478.03
21.82,0.44,112.71
2.47,0.5,9.89
4.18,0.84,5.93
197.76,0.51,760.33
2.56,1.88,0.73
26.6,2.04,6.4
2.6,1.55,1.09
500.0,0.41,2974.42
133.15,0.73,249.86
2.6,2.43,0.45
3.66,0.61,9.84
2.95,1.07,2.58
3.01,0.61,8.09
122.79,0.62,319.44
478.2,0.91,577.47
2.47,0.75,4.4
3.05,1.89,0.86
2.41,0.79,3.87
87.8,0.46,414.94
414.5,0.53,1475.62
2.57,0.51,9.89
2.43,0.51,9.35
4.29,0.83,6.23
36.16,0.44,186.78
2.43,2.5,0.39
500.0,0.47,2263.47
2.53,1.58,1.02
463.9,1.4,236.69
19.85,0.42,112.53
2.4,1.76,0.78
8.7,1.45,4.14
2.46,0.9,3.04
32.59,1.84,9.63
146.33,1.28,89.32
49.87,0.4,311.69
2.95,1.39,1.53
2.54,0.91,3.07
9.77,2.01,2.42
4.72,0.86,6.39
500.0,0.58,1486.33
2.56,0.51,9.85
129.17,0.53,459.85
2.73,2.02,0.67
2.41,0.91,2.92
2.4,1.61,0.93
16.73,0.42,94.85
2.4,0.56,7.66
25.55,0.56,81.48
2.91,0.59,8.36
500.0,0.54,1714.68
66.46,0.59,190.93
273.64,0.61,735.4
27.22,0.46,128.64
209.79,0.46,991.45
91.94,0.54,315.3
3.65,2.5,0.59
112.69,0.44,582.08
2.57,0.97,2.74
168.1,0.43,909.15
3.35,2.4,0.59
458.68,0.57,1411.76
2.94,0.73,5.52
3.0,1.61,1.16
3.1,1.84,0.92
2.59,0.89,3.27
35.01,0.41,208.27
7.25,1.47,3.36
136.96,0.74,250.11
7.71,1.57,3.13
29.49,0.42,167.18
110.87,1.05,100.57
181.44,0.41,1079.36
339.92,1.79,106.09
2.43,1.28,1.49
2.46,1.04,2.28
2.62,1.05,2.38
4.25,0.79,6.81
2.49,2.04,0.6
426.59,0.84,604.58
145.96,0.42,827.44
2.49,1.71,0.86
2.42,0.55,8.0
4.41,0.81,6.73
20.8,0.41,123.74
2.88,2.41,0.5
3.57,1.55,1.49
2.42,1.0,2.42
2.61,0.53,9.3
486.04,1.0,486.04
435.44,1.86,125.87
2.44,0.86,3.3
116.58,1.0,116.58
4.17,1.04,3.86
164.01,0.68,354.7
88.18,0.96,95.69
2.42,2.45,0.41
5.83,0.94,6.6
2.46,1.51,1.08
23.14,2.41,3.99
2.75,0.95,3.05
326.1,0.58,969.39
19.91,0.46,94.1
298.03,0.56,950.36
80.9,0.48,351.13
21.94,0.46,103.69
150.56,1.03,141.92
500.0,1.71,171.0
3.04,0.59,8.74
482.6,0.99,492.4
420.19,1.07,367.02
2.53,1.69,0.89
3.61,1.23,2.39
2.69,1.0,2.69
221.93,0.44,1146.34
468.51,1.82,141.45
7.22,1.17,5.28
56.23,0.43,304.12
160.82,0.51,618.31
354.55,0.53,1262.2
16.94,2.5,2.72
2.56,0.51,9.85
2.53,0.91,3.06
2.94,0.58,8.74
469.99,0.88,606.91
3.67,1.12,2.93
41.59,0.41,247.42
5.29,1.01,5.19
2.88,2.23,0.58
2.52,1.74,0.84
421.75,0.59,1211.58
2.61,0.75,4.64
48.79,0.58,145.04
4.24,1.84,1.26
107.94,1.01,105.82
2.4,2.24,0.48
3.75,0.62,9.76
4.0,1.15,3.03
137.23,1.0,137.23
3.63,1.76,1.18
2.93,2.25,0.58
2.87,1.92,0.78
51.99,0.4,324.94
4.18,2.22,0.85
49.04,0.68,106.06
366.41,0.4,2290.07
2.66,0.73,5.0
36.8,0.48,159.73
319.84,1.44,154.25
2.44,2.35,0.45
5.63,1.94,1.5
174.25,0.7,355.62
2.54,2.32,0.48
2.95,2.5,0.48
358.22,1.95,94.21
2.42,0.51,9.31
2.64,1.94,0.71
2.96,1.38,1.56
4.9,0.73,9.2
151.74,0.99,154.83
14.59,2.05,3.48
19.01,0.42,107.77
2.57,2.5,0.42
456.63,0.46,2157.99
473.0,0.4,2956.25
46.94,0.52,173.6
2.42,0.98,2.52
3.01,1.0,3.01
5.66,1.42,2.81
433.57,0.83,629.37
7.18,0.98,7.48
27.53,0.52,101.82
2.46,1.63,0.93
2.4,0.57,7.39
